START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),Away,Home,Subject2,Away,Home,DESCRIPTION,SHOW TIME AS,CATEGORIES
4/11/2012,4/11/2012,MLB: Washington Nationals @ New York Mets,"Citi Field - Flushing, NY",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Nationals,Mets,Nationals @ Mets,Washington Nationals,New York Mets,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: Arizona Diamondbacks @ San Diego Padres,"Petco Park - San Diego, CA",3:35 PM,4:35 PM,5:35 PM,6:35 PM,6:35 PM,7:35 PM,8:35 PM,9:35 PM,D-backs,Padres,D-backs @ Padres,Arizona Diamondbacks,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: Miami Marlins @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Marlins,Phillies,Marlins @ Phillies,Miami Marlins,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: Seattle Mariners @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Mariners,Rangers,Mariners @ Rangers,Seattle Mariners,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: St. Louis Cardinals @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",9:35 AM,10:35 AM,11:35 AM,12:35 PM,12:35 PM,1:35 PM,2:35 PM,3:35 PM,Cardinals,Reds,Cardinals @ Reds,St. Louis Cardinals,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: San Francisco Giants @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Giants,Rockies,Giants @ Rockies,San Francisco Giants,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: Tampa Bay Rays @ Detroit Tigers,"Comerica Park - Detroit, MI",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Rays,Tigers,Rays @ Tigers,Tampa Bay Rays,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
4/11/2012,4/11/2012,MLB: Los Angeles Angels @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Angels,Twins,Angels @ Twins,Los Angeles Angels,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Milwaukee Brewers @ Chicago Cubs,"Wrigley Field - Chicago, IL",11:20 AM,12:20 PM,1:20 PM,2:20 PM,2:20 PM,3:20 PM,4:20 PM,5:20 PM,Brewers,Cubs,Brewers @ Cubs,Milwaukee Brewers,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Pittsburgh Pirates @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Pirates,Dodgers,Pirates @ Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Cincinnati Reds @ Washington Nationals,"Nationals Park - Washington, DC",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Reds,Nationals,Reds @ Nationals,Cincinnati Reds,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Arizona Diamondbacks @ San Diego Padres,"Petco Park - San Diego, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,D-backs,Padres,D-backs @ Padres,Arizona Diamondbacks,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Miami Marlins @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Marlins,Phillies,Marlins @ Phillies,Miami Marlins,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Seattle Mariners @ Texas Rangers,"Rangers Ballpark - Arlington, TX",11:05 AM,12:05 PM,1:05 PM,2:05 PM,2:05 PM,3:05 PM,4:05 PM,5:05 PM,Mariners,Rangers,Mariners @ Rangers,Seattle Mariners,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: San Francisco Giants @ Colorado Rockies,"Coors Field - Denver, CO",12:10 PM,1:10 PM,2:10 PM,3:10 PM,3:10 PM,4:10 PM,5:10 PM,6:10 PM,Giants,Rockies,Giants @ Rockies,San Francisco Giants,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Tampa Bay Rays @ Detroit Tigers,"Comerica Park - Detroit, MI",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Rays,Tigers,Rays @ Tigers,Tampa Bay Rays,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
4/12/2012,4/12/2012,MLB: Los Angeles Angels @ Minnesota Twins,"Target Field - Minneapolis, MN",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Angels,Twins,Angels @ Twins,Los Angeles Angels,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Baltimore Orioles @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Orioles,Blue Jays,Orioles @ Blue Jays,Baltimore Orioles,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Milwaukee Brewers @ Atlanta Braves,"Turner Field - Atlanta, GA",4:35 PM,5:35 PM,6:35 PM,7:35 PM,7:35 PM,8:35 PM,9:35 PM,10:35 PM,Brewers,Braves,Brewers @ Braves,Milwaukee Brewers,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Chicago Cubs @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",12:15 PM,1:15 PM,2:15 PM,3:15 PM,3:15 PM,4:15 PM,5:15 PM,6:15 PM,Cubs,Cardinals,Cubs @ Cardinals,Chicago Cubs,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: San Diego Padres @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Padres,Dodgers,Padres @ Dodgers,San Diego Padres,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Pittsburgh Pirates @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:35 PM,2:35 PM,3:35 PM,4:35 PM,4:35 PM,5:35 PM,6:35 PM,7:35 PM,Pirates,Giants,Pirates @ Giants,Pittsburgh Pirates,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Houston Astros @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Astros,Marlins,Astros @ Marlins,Houston Astros,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Cincinnati Reds @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Reds,Nationals,Reds @ Nationals,Cincinnati Reds,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: New York Mets @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Mets,Phillies,Mets @ Phillies,New York Mets,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Tampa Bay Rays @ Boston Red Sox,"Fenway Park - Boston, MA",11:05 AM,12:05 PM,1:05 PM,2:05 PM,2:05 PM,3:05 PM,4:05 PM,5:05 PM,Rays,Red Sox,Rays @ Red Sox,Tampa Bay Rays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Arizona Diamondbacks @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,D-backs,Rockies,D-backs @ Rockies,Arizona Diamondbacks,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Cleveland Indians @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Indians,Royals,Indians @ Royals,Cleveland Indians,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Texas Rangers @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rangers,Twins,Rangers @ Twins,Texas Rangers,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Detroit Tigers @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Tigers,White Sox,Tigers @ White Sox,Detroit Tigers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
4/13/2012,4/13/2012,MLB: Los Angeles Angels @ New York Yankees,"Yankee Stadium - Bronx, NY",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Angels,Yankees,Angels @ Yankees,Los Angeles Angels,New York Yankees,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Baltimore Orioles @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",1:07 PM,2:07 PM,3:07 PM,4:07 PM,4:07 PM,5:07 PM,6:07 PM,7:07 PM,Orioles,Blue Jays,Orioles @ Blue Jays,Baltimore Orioles,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Milwaukee Brewers @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Braves,Brewers @ Braves,Milwaukee Brewers,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Chicago Cubs @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Cubs,Cardinals,Cubs @ Cardinals,Chicago Cubs,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: San Diego Padres @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",6:10 PM,7:10 PM,8:10 PM,9:10 PM,9:10 PM,10:10 PM,11:10 PM,11:59 PM,Padres,Dodgers,Padres @ Dodgers,San Diego Padres,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Pittsburgh Pirates @ San Francisco Giants,"AT&T Park - San Francisco, CA",6:05 PM,7:05 PM,8:05 PM,9:05 PM,9:05 PM,10:05 PM,11:05 PM,11:59 PM,Pirates,Giants,Pirates @ Giants,Pittsburgh Pirates,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",6:10 PM,7:10 PM,8:10 PM,9:10 PM,9:10 PM,10:10 PM,11:10 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Houston Astros @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Astros,Marlins,Astros @ Marlins,Houston Astros,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Cincinnati Reds @ Washington Nationals,"Nationals Park - Washington, DC",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Reds,Nationals,Reds @ Nationals,Cincinnati Reds,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: New York Mets @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Mets,Phillies,Mets @ Phillies,New York Mets,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Tampa Bay Rays @ Boston Red Sox,"Fenway Park - Boston, MA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Rays,Red Sox,Rays @ Red Sox,Tampa Bay Rays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Arizona Diamondbacks @ Colorado Rockies,"Coors Field - Denver, CO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,D-backs,Rockies,D-backs @ Rockies,Arizona Diamondbacks,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Cleveland Indians @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Indians,Royals,Indians @ Royals,Cleveland Indians,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Texas Rangers @ Minnesota Twins,"Target Field - Minneapolis, MN",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Rangers,Twins,Rangers @ Twins,Texas Rangers,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Detroit Tigers @ Chicago White Sox,"US Cellular Field - Chicago, IL",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Tigers,White Sox,Tigers @ White Sox,Detroit Tigers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
4/14/2012,4/14/2012,MLB: Los Angeles Angels @ New York Yankees,"Yankee Stadium - Bronx, NY",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Angels,Yankees,Angels @ Yankees,Los Angeles Angels,New York Yankees,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Baltimore Orioles @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",10:07 AM,11:07 AM,12:07 PM,1:07 PM,1:07 PM,2:07 PM,3:07 PM,4:07 PM,Orioles,Blue Jays,Orioles @ Blue Jays,Baltimore Orioles,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Milwaukee Brewers @ Atlanta Braves,"Turner Field - Atlanta, GA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Brewers,Braves,Brewers @ Braves,Milwaukee Brewers,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Chicago Cubs @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",11:15 AM,12:15 PM,1:15 PM,2:15 PM,2:15 PM,3:15 PM,4:15 PM,5:15 PM,Cubs,Cardinals,Cubs @ Cardinals,Chicago Cubs,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: San Diego Padres @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Padres,Dodgers,Padres @ Dodgers,San Diego Padres,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Pittsburgh Pirates @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Pirates,Giants,Pirates @ Giants,Pittsburgh Pirates,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Houston Astros @ Miami Marlins,"Marlins Park - Miami, FL",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Astros,Marlins,Astros @ Marlins,Houston Astros,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Cincinnati Reds @ Washington Nationals,"Nationals Park - Washington, DC",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Reds,Nationals,Reds @ Nationals,Cincinnati Reds,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: New York Mets @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Mets,Phillies,Mets @ Phillies,New York Mets,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Tampa Bay Rays @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Rays,Red Sox,Rays @ Red Sox,Tampa Bay Rays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Arizona Diamondbacks @ Colorado Rockies,"Coors Field - Denver, CO",12:10 PM,1:10 PM,2:10 PM,3:10 PM,3:10 PM,4:10 PM,5:10 PM,6:10 PM,D-backs,Rockies,D-backs @ Rockies,Arizona Diamondbacks,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Cleveland Indians @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Indians,Royals,Indians @ Royals,Cleveland Indians,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Texas Rangers @ Minnesota Twins,"Target Field - Minneapolis, MN",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Rangers,Twins,Rangers @ Twins,Texas Rangers,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Detroit Tigers @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Tigers,White Sox,Tigers @ White Sox,Detroit Tigers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
4/15/2012,4/15/2012,MLB: Los Angeles Angels @ New York Yankees,"Yankee Stadium - Bronx, NY",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Angels,Yankees,Angels @ Yankees,Los Angeles Angels,New York Yankees,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Oakland Athletics @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Athletics,Angels,Athletics @ Angels,Oakland Athletics,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: New York Mets @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Mets,Braves,Mets @ Braves,New York Mets,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Pittsburgh Pirates @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Pirates,D-backs,Pirates @ D-backs,Pittsburgh Pirates,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Philadelphia Phillies @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Phillies,Giants,Phillies @ Giants,Philadelphia Phillies,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Houston Astros @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Nationals,Astros @ Nationals,Houston Astros,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Tampa Bay Rays @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Rays,Red Sox,Rays @ Red Sox,Tampa Bay Rays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: San Diego Padres @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Padres,Rockies,Padres @ Rockies,San Diego Padres,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Detroit Tigers @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Tigers,Royals,Tigers @ Royals,Detroit Tigers,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Baltimore Orioles @ Chicago White Sox,"US Cellular Field - Chicago, IL",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Orioles,White Sox,Orioles @ White Sox,Baltimore Orioles,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
4/16/2012,4/16/2012,MLB: Minnesota Twins @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Twins,Yankees,Twins @ Yankees,Minnesota Twins,New York Yankees,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Oakland Athletics @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Athletics,Angels,Athletics @ Angels,Oakland Athletics,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Tampa Bay Rays @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Rays,Blue Jays,Rays @ Blue Jays,Tampa Bay Rays,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: New York Mets @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Mets,Braves,Mets @ Braves,New York Mets,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Los Angeles Dodgers @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Dodgers,Brewers,Dodgers @ Brewers,Los Angeles Dodgers,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Cincinnati Reds @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Reds,Cardinals,Reds @ Cardinals,Cincinnati Reds,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Pittsburgh Pirates @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Pirates,D-backs,Pirates @ D-backs,Pittsburgh Pirates,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Philadelphia Phillies @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Phillies,Giants,Phillies @ Giants,Philadelphia Phillies,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
4/17/2012,4/17/2012,MLB: Cleveland Indians @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Indians,Mariners,Indians @ Mariners,Cleveland Indians,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
